user_id,product_id,action,timestamp
U0428,P0039,add_to_cart,2025-01-09 00:20:00
U0428,P0035,view,2025-01-09 01:19:00
U0418,P0115,view,2025-01-09 01:27:00
U0151,P0165,view,2025-01-09 01:37:00
U0418,P0115,add_to_cart,2025-01-09 02:08:00
U0151,P0077,view,2025-01-09 02:09:00
U0428,P0035,add_to_cart,2025-01-09 02:34:00
U0428,P0033,view,2025-01-09 03:28:00
U0151,P0077,add_to_cart,2025-01-09 03:39:00
U0428,P0128,view,2025-01-09 03:49:00
U0418,P0115,add_to_cart,2025-01-09 03:54:00
U0428,P0036,view,2025-01-09 04:27:00
U0418,P0025,view,2025-01-09 04:44:00
U0151,P0126,view,2025-01-09 05:35:00
U0151,P0126,add_to_cart,2025-01-09 05:59:00
U0418,P0192,view,2025-01-09 06:07:00
U0428,P0036,add_to_cart,2025-01-09 06:25:00
U0418,P0192,click,2025-01-09 06:27:00
U0151,P0126,click,2025-01-09 06:33:00
U0151,P0126,add_to_cart,2025-01-09 06:42:00
U0418,P0192,add_to_cart,2025-01-09 07:39:00
U0028,P0024,view,2025-01-11 00:00:00
U0116,P0185,click,2025-01-11 00:00:00
U0122,P0087,click,2025-01-11 00:00:00
U0197,P0046,click,2025-01-11 00:00:00
U0213,P0086,view,2025-01-11 00:00:00
U0122,P0087,add_to_cart,2025-01-11 00:37:00
U0197,P0046,add_to_cart,2025-01-11 00:50:00
U0116,P0185,click,2025-01-11 01:31:00
U0213,P0082,view,2025-01-11 01:41:00
U0122,P0087,click,2025-01-11 01:44:00
U0028,P0072,view,2025-01-11 01:45:00
U0213,P0084,view,2025-01-11 01:53:00
U0028,P0072,click,2025-01-11 01:58:00
U0116,P0185,add_to_cart,2025-01-11 02:01:00
U0197,P0050,view,2025-01-11 02:13:00
U0213,P0124,view,2025-01-11 02:35:00
U0122,P0087,add_to_cart,2025-01-11 03:00:00
U0213,P0177,view,2025-01-11 03:06:00
U0028,P0072,add_to_cart,2025-01-11 03:13:00
U0116,P0185,click,2025-01-11 03:29:00
U0213,P0177,click,2025-01-11 03:41:00
U0116,P0185,add_to_cart,2025-01-11 03:56:00
U0197,P0050,click,2025-01-11 04:01:00
U0122,P0125,view,2025-01-11 04:07:00
U0197,P0050,add_to_cart,2025-01-11 04:35:00
U0116,P0185,add_to_cart,2025-01-11 04:37:00
U0028,P0177,view,2025-01-11 05:02:00
U0213,P0177,add_to_cart,2025-01-11 05:02:00
U0122,P0064,view,2025-01-11 05:21:00
U0197,P0050,add_to_cart,2025-01-11 05:26:00
U0116,P0116,view,2025-01-11 05:47:00
U0028,P0177,add_to_cart,2025-01-11 05:49:00
U0213,P0177,add_to_cart,2025-01-11 06:03:00
U0122,P0060,view,2025-01-11 06:25:00
U0116,P0116,click,2025-01-11 07:26:00
U0197,P0032,view,2025-01-11 07:26:00
U0028,P0177,click,2025-01-11 07:34:00
U0028,P0177,add_to_cart,2025-01-11 07:39:00
U0122,P0184,view,2025-01-11 07:46:00
U0197,P0032,click,2025-01-11 08:48:00
U0452,P0145,view,2025-01-12 00:00:00
U0452,P0145,click,2025-01-12 01:34:00
U0452,P0145,add_to_cart,2025-01-12 02:24:00
U0452,P0093,view,2025-01-12 03:35:00
U0452,P0093,click,2025-01-12 05:26:00
U0452,P0093,add_to_cart,2025-01-12 06:19:00
U0452,P0134,view,2025-01-12 07:34:00
U0452,P0134,add_to_cart,2025-01-12 09:16:00
U0014,P0186,click,2025-01-14 00:00:00
U0031,P0193,click,2025-01-14 00:00:00
U0307,P0134,view,2025-01-14 00:00:00
U0014,P0186,add_to_cart,2025-01-14 00:08:00
U0014,P0057,view,2025-01-14 00:30:00
U0307,P0134,click,2025-01-14 00:51:00
U0014,P0057,add_to_cart,2025-01-14 00:58:00
U0307,P0134,add_to_cart,2025-01-14 01:35:00
U0031,P0147,view,2025-01-14 01:42:00
U0014,P0155,view,2025-01-14 01:44:00
U0307,P0134,add_to_cart,2025-01-14 02:00:00
U0031,P0130,view,2025-01-14 02:31:00
U0014,P0189,view,2025-01-14 02:32:00
U0307,P0134,click,2025-01-14 02:44:00
U0031,P0158,view,2025-01-14 02:54:00
U0014,P0189,click,2025-01-14 03:25:00
U0307,P0134,click,2025-01-14 03:45:00
U0031,P0158,click,2025-01-14 03:50:00
U0307,P0134,add_to_cart,2025-01-14 04:09:00
U0014,P0189,click,2025-01-14 05:16:00
U0031,P0198,view,2025-01-14 05:16:00
U0031,P0198,add_to_cart,2025-01-14 05:32:00
U0307,P0134,click,2025-01-14 05:42:00
U0031,P0198,click,2025-01-14 06:04:00
U0059,P0062,view,2025-01-17 00:00:00
U0155,P0019,view,2025-01-17 00:00:00
U0253,P0006,view,2025-01-17 00:00:00
U0155,P0195,view,2025-01-17 01:04:00
U0253,P0006,add_to_cart,2025-01-17 01:06:00
U0059,P0062,click,2025-01-17 01:15:00
U0155,P0195,click,2025-01-17 01:30:00
U0155,P0195,add_to_cart,2025-01-17 02:03:00
U0253,P0006,add_to_cart,2025-01-17 02:27:00
U0059,P0062,click,2025-01-17 02:41:00
U0059,P0173,view,2025-01-17 02:56:00
U0155,P0195,click,2025-01-17 03:25:00
U0253,P0093,view,2025-01-17 03:38:00
U0059,P0173,click,2025-01-17 03:56:00
U0253,P0093,click,2025-01-17 03:58:00
U0059,P0173,add_to_cart,2025-01-17 04:43:00
U0155,P0092,view,2025-01-17 04:51:00
U0253,P0068,view,2025-01-17 05:11:00
U0059,P0173,click,2025-01-17 06:37:00
U0155,P0092,add_to_cart,2025-01-17 06:51:00
U0253,P0194,view,2025-01-17 06:53:00
U0253,P0046,view,2025-01-17 07:44:00
U0059,P0173,add_to_cart,2025-01-17 08:36:00
U0155,P0117,view,2025-01-17 08:45:00
U0175,P0082,click,2025-01-18 00:00:00
U0361,P0034,click,2025-01-18 00:00:00
U0461,P0087,view,2025-01-18 00:00:00
U0361,P0034,add_to_cart,2025-01-18 00:59:00
U0175,P0042,view,2025-01-18 01:07:00
U0461,P0087,add_to_cart,2025-01-18 01:17:00
U0461,P0087,add_to_cart,2025-01-18 01:23:00
U0361,P0175,view,2025-01-18 01:37:00
U0175,P0042,click,2025-01-18 02:04:00
U0461,P0087,click,2025-01-18 02:18:00
U0175,P0042,add_to_cart,2025-01-18 02:51:00
U0361,P0175,add_to_cart,2025-01-18 03:07:00
U0461,P0087,add_to_cart,2025-01-18 04:08:00
U0361,P0036,view,2025-01-18 04:16:00
U0175,P0042,click,2025-01-18 04:48:00
U0175,P0042,add_to_cart,2025-01-18 05:05:00
U0461,P0195,view,2025-01-18 05:22:00
U0361,P0036,add_to_cart,2025-01-18 06:13:00
U0461,P0195,click,2025-01-18 06:23:00
U0461,P0195,click,2025-01-18 06:33:00
U0361,P0058,view,2025-01-18 06:38:00
U0175,P0042,click,2025-01-18 06:39:00
U0175,P0042,click,2025-01-18 06:52:00
U0361,P0059,view,2025-01-18 08:08:00
U0340,P0081,view,2025-01-19 00:00:00
U0448,P0065,view,2025-01-19 00:00:00
U0480,P0019,click,2025-01-19 00:00:00
U0340,P0111,view,2025-01-19 00:06:00
U0480,P0170,view,2025-01-19 01:07:00
U0448,P0065,click,2025-01-19 01:21:00
U0480,P0170,add_to_cart,2025-01-19 01:41:00
U0340,P0111,add_to_cart,2025-01-19 02:02:00
U0448,P0065,add_to_cart,2025-01-19 02:14:00
U0340,P0174,view,2025-01-19 02:18:00
U0448,P0065,click,2025-01-19 02:41:00
U0340,P0136,view,2025-01-19 03:08:00
U0480,P0147,view,2025-01-19 03:24:00
U0340,P0178,view,2025-01-19 03:40:00
U0340,P0114,view,2025-01-19 04:31:00
U0448,P0065,click,2025-01-19 04:41:00
U0480,P0023,view,2025-01-19 04:52:00
U0340,P0114,click,2025-01-19 05:16:00
U0448,P0065,click,2025-01-19 05:57:00
U0480,P0023,click,2025-01-19 06:34:00
U0448,P0065,add_to_cart,2025-01-19 07:17:00
U0448,P0016,view,2025-01-19 07:52:00
U0480,P0025,view,2025-01-19 08:08:00
U0480,P0025,click,2025-01-19 09:20:00
U0325,P0113,click,2025-01-20 00:00:00
U0359,P0196,click,2025-01-20 00:00:00
U0359,P0196,add_to_cart,2025-01-20 01:05:00
U0359,P0110,view,2025-01-20 01:20:00
U0325,P0113,add_to_cart,2025-01-20 01:40:00
U0359,P0185,view,2025-01-20 02:56:00
U0325,P0113,click,2025-01-20 03:10:00
U0359,P0185,click,2025-01-20 03:13:00
U0325,P0113,add_to_cart,2025-01-20 03:42:00
U0325,P0113,click,2025-01-20 03:50:00
U0325,P0113,add_to_cart,2025-01-20 04:37:00
U0359,P0185,click,2025-01-20 04:53:00
U0325,P0134,view,2025-01-20 05:34:00
U0359,P0185,click,2025-01-20 06:15:00
U0359,P0185,add_to_cart,2025-01-20 06:24:00
U0325,P0134,add_to_cart,2025-01-20 07:12:00
U0306,P0105,click,2025-01-21 00:00:00
U0341,P0114,view,2025-01-21 00:00:00
U0341,P0114,click,2025-01-21 00:53:00
U0306,P0105,add_to_cart,2025-01-21 01:10:00
U0306,P0105,click,2025-01-21 02:11:00
U0306,P0105,click,2025-01-21 02:31:00
U0341,P0114,click,2025-01-21 02:36:00
U0306,P0016,view,2025-01-21 03:09:00
U0341,P0072,view,2025-01-21 04:25:00
U0306,P0016,click,2025-01-21 04:28:00
U0306,P0016,add_to_cart,2025-01-21 04:47:00
U0341,P0072,click,2025-01-21 05:26:00
U0306,P0016,click,2025-01-21 05:38:00
U0341,P0072,add_to_cart,2025-01-21 05:54:00
U0341,P0115,view,2025-01-21 07:01:00
U0341,P0115,add_to_cart,2025-01-21 08:18:00
U0173,P0072,click,2025-01-22 00:00:00
U0494,P0081,click,2025-01-22 00:00:00
U0494,P0172,view,2025-01-22 00:38:00
U0494,P0172,click,2025-01-22 00:46:00
U0173,P0141,view,2025-01-22 01:59:00
U0494,P0172,add_to_cart,2025-01-22 02:01:00
U0494,P0106,view,2025-01-22 02:32:00
U0173,P0052,view,2025-01-22 02:42:00
U0494,P0106,click,2025-01-22 03:05:00
U0173,P0052,add_to_cart,2025-01-22 04:42:00
U0494,P0106,add_to_cart,2025-01-22 04:47:00
U0494,P0106,click,2025-01-22 04:57:00
U0173,P0052,add_to_cart,2025-01-22 06:41:00
U0173,P0070,view,2025-01-22 08:39:00
U0173,P0169,view,2025-01-22 10:16:00
U0173,P0169,add_to_cart,2025-01-22 10:51:00
U0029,P0068,click,2025-01-23 00:00:00
U0154,P0073,view,2025-01-23 00:00:00
U0226,P0130,view,2025-01-23 00:00:00
U0380,P0086,click,2025-01-23 00:00:00
U0029,P0068,add_to_cart,2025-01-23 00:08:00
U0154,P0041,view,2025-01-23 00:27:00
U0380,P0152,view,2025-01-23 01:25:00
U0154,P0195,view,2025-01-23 01:34:00
U0380,P0152,add_to_cart,2025-01-23 01:38:00
U0154,P0195,click,2025-01-23 01:48:00
U0226,P0064,view,2025-01-23 01:54:00
U0029,P0014,view,2025-01-23 02:01:00
U0226,P0064,add_to_cart,2025-01-23 02:16:00
U0380,P0138,view,2025-01-23 02:36:00
U0226,P0064,click,2025-01-23 02:48:00
U0154,P0195,add_to_cart,2025-01-23 03:25:00
U0226,P0064,add_to_cart,2025-01-23 03:28:00
U0029,P0014,click,2025-01-23 03:33:00
U0154,P0172,view,2025-01-23 04:11:00
U0226,P0126,view,2025-01-23 04:27:00
U0029,P0115,view,2025-01-23 04:34:00
U0380,P0138,add_to_cart,2025-01-23 04:34:00
U0226,P0001,view,2025-01-23 05:05:00
U0380,P0138,click,2025-01-23 05:08:00
U0029,P0045,view,2025-01-23 05:20:00
U0029,P0045,click,2025-01-23 05:33:00
U0154,P0172,click,2025-01-23 05:51:00
U0154,P0172,add_to_cart,2025-01-23 06:37:00
U0029,P0030,view,2025-01-23 06:59:00
U0380,P0138,add_to_cart,2025-01-23 06:59:00
U0226,P0001,click,2025-01-23 07:05:00
U0380,P0138,click,2025-01-23 08:01:00
U0097,P0056,view,2025-01-24 00:00:00
U0235,P0043,view,2025-01-24 00:00:00
U0392,P0150,view,2025-01-24 00:00:00
U0235,P0043,add_to_cart,2025-01-24 00:29:00
U0392,P0150,add_to_cart,2025-01-24 00:30:00
U0392,P0092,view,2025-01-24 00:42:00
U0097,P0056,add_to_cart,2025-01-24 01:03:00
U0392,P0092,click,2025-01-24 01:15:00
U0235,P0043,click,2025-01-24 01:24:00
U0392,P0092,add_to_cart,2025-01-24 01:24:00
U0097,P0056,click,2025-01-24 02:12:00
U0097,P0185,view,2025-01-24 02:17:00
U0097,P0185,click,2025-01-24 02:28:00
U0235,P0043,click,2025-01-24 02:37:00
U0235,P0043,add_to_cart,2025-01-24 02:51:00
U0392,P0060,view,2025-01-24 03:01:00
U0097,P0185,add_to_cart,2025-01-24 03:28:00
U0235,P0006,view,2025-01-24 04:01:00
U0097,P0185,click,2025-01-24 04:34:00
U0392,P0025,view,2025-01-24 04:42:00
U0392,P0025,add_to_cart,2025-01-24 05:25:00
U0235,P0006,click,2025-01-24 05:45:00
U0097,P0185,add_to_cart,2025-01-24 06:18:00
U0235,P0006,click,2025-01-24 07:07:00
U0408,P0132,view,2025-01-25 00:00:00
U0408,P0132,click,2025-01-25 01:23:00
U0408,P0132,add_to_cart,2025-01-25 01:38:00
U0408,P0030,view,2025-01-25 01:52:00
U0408,P0030,add_to_cart,2025-01-25 02:38:00
U0408,P0112,view,2025-01-25 04:22:00
U0408,P0184,view,2025-01-25 05:33:00
U0408,P0015,view,2025-01-25 06:34:00
U0344,P0162,view,2025-01-26 00:00:00
U0354,P0128,view,2025-01-26 00:00:00
U0465,P0012,click,2025-01-26 00:00:00
U0487,P0098,view,2025-01-26 00:00:00
U0487,P0098,add_to_cart,2025-01-26 00:16:00
U0344,P0157,view,2025-01-26 00:29:00
U0354,P0128,add_to_cart,2025-01-26 00:43:00
U0344,P0157,click,2025-01-26 00:59:00
U0465,P0012,click,2025-01-26 01:13:00
U0487,P0098,click,2025-01-26 01:23:00
U0354,P0064,view,2025-01-26 02:00:00
U0487,P0098,click,2025-01-26 02:04:00
U0344,P0157,add_to_cart,2025-01-26 02:07:00
U0354,P0064,add_to_cart,2025-01-26 02:17:00
U0487,P0060,view,2025-01-26 02:33:00
U0344,P0157,click,2025-01-26 02:35:00
U0465,P0012,add_to_cart,2025-01-26 02:47:00
U0487,P0060,add_to_cart,2025-01-26 03:16:00
U0465,P0012,click,2025-01-26 03:19:00
U0487,P0116,view,2025-01-26 03:28:00
U0354,P0086,view,2025-01-26 03:44:00
U0344,P0157,click,2025-01-26 04:13:00
U0465,P0138,view,2025-01-26 04:41:00
U0487,P0169,view,2025-01-26 05:14:00
U0354,P0118,view,2025-01-26 05:23:00
U0354,P0118,add_to_cart,2025-01-26 05:37:00
U0354,P0153,view,2025-01-26 05:44:00
U0465,P0138,add_to_cart,2025-01-26 05:51:00
U0344,P0157,add_to_cart,2025-01-26 06:08:00
U0465,P0138,add_to_cart,2025-01-26 06:57:00
U0344,P0157,click,2025-01-26 07:09:00
U0465,P0138,click,2025-01-26 08:44:00
U0232,P0175,click,2025-01-27 00:00:00
U0381,P0013,click,2025-01-27 00:00:00
U0381,P0013,click,2025-01-27 01:29:00
U0232,P0175,add_to_cart,2025-01-27 01:39:00
U0232,P0033,view,2025-01-27 02:21:00
U0381,P0013,add_to_cart,2025-01-27 03:13:00
U0232,P0042,view,2025-01-27 04:03:00
U0381,P0068,view,2025-01-27 04:07:00
U0381,P0068,click,2025-01-27 04:54:00
U0381,P0071,view,2025-01-27 05:24:00
U0232,P0042,click,2025-01-27 05:27:00
U0381,P0116,view,2025-01-27 05:39:00
U0232,P0084,view,2025-01-27 05:55:00
U0232,P0185,view,2025-01-27 06:14:00
U0381,P0068,view,2025-01-27 06:45:00
U0232,P0185,add_to_cart,2025-01-27 07:48:00
U0299,P0168,click,2025-01-28 00:00:00
U0299,P0168,click,2025-01-28 01:26:00
U0299,P0125,view,2025-01-28 03:13:00
U0299,P0125,add_to_cart,2025-01-28 04:22:00
U0299,P0004,view,2025-01-28 05:58:00
U0299,P0082,view,2025-01-28 06:49:00
U0299,P0133,view,2025-01-28 07:48:00
U0299,P0133,click,2025-01-28 08:42:00
U0241,P0178,view,2025-01-29 00:00:00
U0241,P0178,add_to_cart,2025-01-29 01:35:00
U0241,P0118,view,2025-01-29 01:43:00
U0241,P0118,click,2025-01-29 02:42:00
U0241,P0118,click,2025-01-29 04:16:00
U0241,P0016,view,2025-01-29 04:30:00
U0241,P0016,click,2025-01-29 05:51:00
U0241,P0016,add_to_cart,2025-01-29 05:59:00
U0258,P0150,view,2025-01-31 00:00:00
U0314,P0183,click,2025-01-31 00:00:00
U0430,P0112,view,2025-01-31 00:00:00
U0314,P0183,add_to_cart,2025-01-31 00:09:00
U0430,P0112,click,2025-01-31 00:20:00
U0258,P0150,click,2025-01-31 01:04:00
U0258,P0150,add_to_cart,2025-01-31 01:33:00
U0258,P0123,view,2025-01-31 02:04:00
U0314,P0183,add_to_cart,2025-01-31 02:05:00
U0430,P0145,view,2025-01-31 02:08:00
U0258,P0123,add_to_cart,2025-01-31 03:46:00
U0314,P0183,click,2025-01-31 03:51:00
U0430,P0145,add_to_cart,2025-01-31 03:54:00
U0430,P0160,view,2025-01-31 04:11:00
U0258,P0020,view,2025-01-31 04:31:00
U0314,P0183,add_to_cart,2025-01-31 04:32:00
U0430,P0160,click,2025-01-31 04:51:00
U0430,P0160,add_to_cart,2025-01-31 05:07:00
U0258,P0020,click,2025-01-31 05:15:00
U0314,P0183,click,2025-01-31 05:58:00
U0430,P0090,view,2025-01-31 06:18:00
U0258,P0020,add_to_cart,2025-01-31 06:43:00
U0314,P0081,view,2025-01-31 07:15:00
U0314,P0067,view,2025-01-31 08:59:00
U0084,P0106,click,2025-02-01 00:00:00
U0331,P0166,view,2025-02-01 00:00:00
U0425,P0068,view,2025-02-01 00:00:00
U0441,P0019,view,2025-02-01 00:00:00
U0331,P0166,click,2025-02-01 00:26:00
U0331,P0067,view,2025-02-01 00:32:00
U0425,P0156,view,2025-02-01 00:35:00
U0084,P0106,add_to_cart,2025-02-01 01:13:00
U0331,P0065,view,2025-02-01 01:16:00
U0441,P0019,click,2025-02-01 01:41:00
U0425,P0156,add_to_cart,2025-02-01 02:02:00
U0084,P0106,click,2025-02-01 02:18:00
U0331,P0066,view,2025-02-01 02:33:00
U0084,P0106,add_to_cart,2025-02-01 02:53:00
U0441,P0019,add_to_cart,2025-02-01 03:29:00
U0084,P0100,view,2025-02-01 03:48:00
U0425,P0190,view,2025-02-01 03:56:00
U0441,P0154,view,2025-02-01 04:14:00
U0331,P0066,click,2025-02-01 04:27:00
U0425,P0190,click,2025-02-01 04:42:00
U0331,P0047,view,2025-02-01 04:56:00
U0084,P0100,add_to_cart,2025-02-01 05:24:00
U0425,P0049,view,2025-02-01 05:31:00
U0441,P0098,view,2025-02-01 05:41:00
U0425,P0049,add_to_cart,2025-02-01 05:56:00
U0331,P0047,click,2025-02-01 06:04:00
U0441,P0015,view,2025-02-01 07:00:00
U0084,P0039,view,2025-02-01 07:24:00
U0425,P0049,add_to_cart,2025-02-01 07:52:00
U0441,P0035,view,2025-02-01 08:21:00
U0441,P0047,view,2025-02-01 08:26:00
U0084,P0039,click,2025-02-01 08:42:00
U0111,P0180,click,2025-02-02 00:00:00
U0421,P0164,view,2025-02-02 00:00:00
U0449,P0013,click,2025-02-02 00:00:00
U0496,P0080,view,2025-02-02 00:00:00
U0449,P0013,click,2025-02-02 00:19:00
U0496,P0192,view,2025-02-02 01:13:00
U0111,P0180,click,2025-02-02 01:22:00
U0449,P0039,view,2025-02-02 01:29:00
U0496,P0100,view,2025-02-02 01:54:00
U0421,P0164,click,2025-02-02 01:57:00
U0421,P0164,add_to_cart,2025-02-02 02:02:00
U0111,P0103,view,2025-02-02 02:18:00
U0449,P0039,add_to_cart,2025-02-02 02:50:00
U0496,P0100,click,2025-02-02 03:04:00
U0421,P0164,click,2025-02-02 03:26:00
U0111,P0103,click,2025-02-02 03:29:00
U0449,P0039,click,2025-02-02 04:06:00
U0496,P0100,add_to_cart,2025-02-02 04:21:00
U0111,P0103,click,2025-02-02 04:50:00
U0421,P0039,view,2025-02-02 05:05:00
U0449,P0039,add_to_cart,2025-02-02 05:37:00
U0496,P0100,click,2025-02-02 05:55:00
U0449,P0133,view,2025-02-02 05:57:00
U0496,P0100,add_to_cart,2025-02-02 06:11:00
U0421,P0177,view,2025-02-02 06:16:00
U0111,P0024,view,2025-02-02 06:39:00
U0496,P0029,view,2025-02-02 07:13:00
U0421,P0185,view,2025-02-02 07:23:00
U0111,P0158,view,2025-02-02 07:40:00
U0449,P0166,view,2025-02-02 07:46:00
U0421,P0018,view,2025-02-02 08:38:00
U0111,P0154,view,2025-02-02 09:09:00
U0460,P0176,view,2025-02-03 00:00:00
U0460,P0176,add_to_cart,2025-02-03 00:41:00
U0460,P0176,add_to_cart,2025-02-03 02:05:00
U0460,P0196,view,2025-02-03 03:48:00
U0460,P0196,click,2025-02-03 04:19:00
U0460,P0196,add_to_cart,2025-02-03 05:38:00
U0460,P0009,view,2025-02-03 06:27:00
U0460,P0200,view,2025-02-03 08:24:00
U0104,P0054,click,2025-02-04 00:00:00
U0163,P0171,click,2025-02-04 00:00:00
U0192,P0076,view,2025-02-04 00:00:00
U0268,P0181,click,2025-02-04 00:00:00
U0270,P0019,click,2025-02-04 00:00:00
U0352,P0179,view,2025-02-04 00:00:00
U0352,P0179,click,2025-02-04 00:31:00
U0192,P0076,click,2025-02-04 00:44:00
U0163,P0171,click,2025-02-04 01:00:00
U0104,P0050,view,2025-02-04 01:07:00
U0268,P0181,add_to_cart,2025-02-04 01:22:00
U0352,P0179,click,2025-02-04 01:38:00
U0352,P0005,view,2025-02-04 01:53:00
U0270,P0019,add_to_cart,2025-02-04 01:56:00
